Version,Date,Time,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,26/10/2024,8:09:54,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last 7 shifts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Machine,Serial,Nr,Shift,Date,Time,Picks,Length,%,Weaver %,Stops,CMPX,Time,Filling,CMPX,Time,Warp,CMPX,Time,Bobbin,CMPX,Time,Hand,CMPX,Time,Other,CMPX,Time,Starts,Speed
LOOM21,424441,-3,B,24/10/2024,20:00,403349,142,93.3,93.3,52,12.9,2451,26,6.4,663,13,3.2,966,8,2,274,5,1.2,548,0,0,0,11,600
LOOM21,424441,-4,A,24/10/2024,8:00,388252,136.7,89.8,89.8,71,18.3,3916,21,5.4,371,29,7.5,2230,14,3.6,462,6,1.5,825,1,0.3,28,8,600
LOOM21,424441,-5,B,23/10/2024,20:00,365656,128.7,84.7,84.7,76,20.8,6277,19,5.2,526,24,6.6,2927,13,3.6,523,20,5.5,2301,0,0,0,10,600
LOOM21,424441,-6,A,23/10/2024,8:00,77205,27.8,32.8,32.8,28,36.3,2385,5,6.5,123,17,22,1753,5,6.5,489,1,1.3,20,0,0,0,24,599
LOOM22,424434,Current,A,26/10/2024,8:00,4866,1.7,85.1,85.1,1,20.6,18,1,20.6,18,0,0,0,0,0,0,0,0,0,0,0,0,1,599
LOOM22,424434,-1,B,25/10/2024,20:00,396090,139.4,91.6,91.6,62,15.7,2469,20,5,386,29,7.3,1703,9,2.3,290,4,1,90,0,0,0,25,600
LOOM22,424434,-2,A,25/10/2024,8:00,393178,138.4,91,91,69,17.5,3694,23,5.8,478,33,8.4,2822,10,2.5,342,2,0.5,36,1,0.3,16,9,600
LOOM22,424434,-3,B,24/10/2024,20:00,406810,143.2,94.1,94.1,50,12.3,2378,18,4.4,324,21,5.2,1537,9,2.2,409,2,0.5,108,0,0,0,5,600
LOOM22,424434,-4,A,24/10/2024,8:00,382741,134.7,88.6,88.6,88,23,4553,29,7.6,643,40,10.5,3116,15,3.9,585,4,1,209,0,0,0,12,600
LOOM22,424434,-5,B,23/10/2024,20:00,396962,139.7,91.8,91.8,63,15.9,3299,16,4,347,32,8.1,2395,13,3.3,538,1,0.3,6,1,0.3,13,9,600
LOOM22,424434,-6,A,23/10/2024,8:00,370408,130.4,85.7,85.7,75,20.2,4891,14,3.8,361,40,10.8,3541,17,4.6,812,4,1.1,177,0,0,0,22,600
LOOM23,424437,Current,A,26/10/2024,8:00,6062,2.1,93.1,93.1,1,16.5,45,0,0,0,1,16.5,45,0,0,0,0,0,0,0,0,0,0,600
LOOM23,424437,-1,B,25/10/2024,20:00,398945,140.4,92.3,92.3,62,15.5,2946,23,5.8,551,29,7.3,1960,9,2.3,373,1,0.3,62,0,0,0,9,600
LOOM23,424437,-2,A,25/10/2024,8:00,390695,137.5,90.4,90.4,64,16.4,3859,18,4.6,396,33,8.4,2905,11,2.8,514,2,0.5,44,0,0,0,8,600
LOOM23,424437,-3,B,24/10/2024,20:00,396200,139.5,91.6,91.6,57,14.4,2877,20,5,516,29,7.3,1955,7,1.8,393,1,0.3,13,0,0,0,13,600
LOOM23,424437,-4,A,24/10/2024,8:00,389443,137.1,90.1,90.1,64,16.4,3527,19,4.9,457,29,7.4,2173,12,3.1,636,4,1,261,0,0,0,22,600
LOOM23,424437,-5,B,23/10/2024,20:00,388053,136.6,89.8,89.8,69,17.8,3721,26,6.7,699,31,8,2411,9,2.3,479,3,0.8,132,0,0,0,17,600
LOOM23,424437,-6,A,23/10/2024,8:00,384417,135.3,88.9,88.9,65,16.9,4205,23,6,702,24,6.2,2502,15,3.9,809,3,0.8,192,0,0,0,19,600
LOOM24,424436,Current,A,26/10/2024,8:00,6325,2.2,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,601
LOOM24,424436,-1,B,25/10/2024,20:00,395415,139.2,91.4,91.4,59,14.9,3329,21,5.3,532,26,6.6,2201,9,2.3,396,1,0.3,71,2,0.5,129,8,600
LOOM24,424436,-2,A,25/10/2024,8:00,397178,139.8,91.9,91.9,66,16.6,3141,21,5.3,392,27,6.8,1909,17,4.3,825,1,0.3,15,0,0,0,12,600
LOOM24,424436,-3,B,24/10/2024,20:00,398052,140.1,92.1,92.1,62,15.6,2978,22,5.5,504,26,6.5,1866,12,3,501,2,0.5,107,0,0,0,12,600
LOOM24,424436,-4,A,24/10/2024,8:00,371932,130.9,86.1,86.1,84,22.6,5016,22,5.9,410,45,12.1,3330,13,3.5,773,4,1.1,503,0,0,0,20,600
LOOM24,424436,-5,B,23/10/2024,20:00,384923,135.5,89,89,62,16.1,3940,22,5.7,563,26,6.8,2781,14,3.6,596,0,0,0,0,0,0,14,600
LOOM24,424436,-6,A,23/10/2024,8:00,375129,132,86.8,86.8,80,21.3,4545,24,6.4,513,30,8,2785,20,5.3,817,6,1.6,430,0,0,0,23,600
LOOM25,423328,Current,A,26/10/2024,8:00,8104,3,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600
LOOM25,423328,-1,B,25/10/2024,20:00,385739,142,89.4,89.4,80,20.7,4334,24,6.2,902,45,11.7,2894,10,2.6,451,1,0.3,87,0,0,0,5,599
LOOM25,423328,-2,A,25/10/2024,8:00,352002,129.5,81.6,81.6,84,23.9,5696,23,6.5,682,48,13.6,4158,11,3.1,629,2,0.6,227,0,0,0,29,599
LOOM25,423328,-3,B,24/10/2024,20:00,371177,136.6,86,86,88,23.7,5170,38,10.2,873,41,11,3654,9,2.4,643,0,0,0,0,0,0,18,599
LOOM25,423328,-4,A,24/10/2024,8:00,310738,114.4,72.1,72.1,92,29.6,8747,20,6.4,877,60,19.3,7179,9,2.9,570,2,0.6,114,1,0.3,7,43,598
LOOM25,423328,-5,B,23/10/2024,20:00,364674,134.2,84.5,84.5,59,16.2,5626,17,4.7,707,33,9,4308,9,2.5,611,0,0,0,0,0,0,18,599
LOOM25,423328,-6,A,23/10/2024,8:00,323822,119.2,76.1,76.1,99,30.6,6802,36,11.1,1547,51,15.7,4544,9,2.8,636,3,0.9,75,0,0,0,46,598
LOOM26,423338,Current,A,26/10/2024,8:00,6392,2.3,91.7,91.7,1,15.6,58,0,0,0,1,15.6,58,0,0,0,0,0,0,0,0,0,0,600
LOOM26,423338,-1,B,25/10/2024,20:00,381934,136.4,88.4,88.4,91,23.8,4422,41,10.7,1041,36,9.4,2671,10,2.6,530,1,0.3,116,3,0.8,64,15,600
LOOM26,423338,-2,A,25/10/2024,8:00,346040,123.5,80.1,80.1,106,30.6,7516,32,9.2,1013,54,15.6,5007,12,3.5,784,7,2,687,1,0.3,25,22,600
LOOM26,423338,-3,B,24/10/2024,20:00,379678,135.5,87.8,87.8,86,22.7,4676,33,8.7,1005,43,11.3,3079,9,2.4,567,1,0.3,25,0,0,0,17,600
LOOM26,423338,-4,A,24/10/2024,8:00,319049,113.9,79,79,88,27.6,6325,25,7.8,962,43,13.5,4059,6,1.9,509,8,2.5,629,6,1.9,166,28,600
LOOM26,423338,-5,B,23/10/2024,20:00,363372,129.7,84.1,84.1,80,22,5884,32,8.8,1526,36,9.9,3578,9,2.5,649,1,0.3,75,2,0.6,56,17,600
LOOM26,423338,-6,A,23/10/2024,8:00,315746,112.7,73.2,73.2,100,31.7,7900,34,10.8,1148,50,15.8,5517,6,1.9,364,9,2.9,846,1,0.3,25,60,599
LOOM27,423325,Current,A,26/10/2024,8:00,7129,2,95.2,95.2,2,28.1,29,1,14,17,0,0,0,0,0,0,0,0,0,1,14,12,1,599
LOOM27,423325,-1,B,25/10/2024,20:00,393754,109.9,91.1,91.1,63,16,3164,42,10.7,1709,16,4.1,1253,3,0.8,171,0,0,0,2,0.5,31,15,600
LOOM27,423325,-2,A,25/10/2024,8:00,377599,105.3,87.4,87.4,90,23.8,4663,57,15.1,2165,28,7.4,2313,3,0.8,152,1,0.3,12,1,0.3,21,25,600
LOOM27,423325,-3,B,24/10/2024,20:00,364244,101.6,86.4,86.4,61,16.7,4594,34,9.3,1352,23,6.3,3100,3,0.8,115,1,0.3,27,0,0,0,12,600
LOOM27,423325,-4,A,24/10/2024,8:00,302310,84.3,70,70,87,28.8,11110,37,12.2,1385,40,13.2,8970,4,1.3,223,5,1.7,510,1,0.3,22,22,600
LOOM27,423325,-5,B,23/10/2024,20:00,340146,94.9,78.7,78.7,85,25,7769,39,11.5,1847,43,12.6,5758,2,0.6,138,0,0,0,1,0.3,26,26,600
LOOM27,423325,-6,A,23/10/2024,8:00,292346,81.6,68.2,68.2,101,34.5,11156,56,19.2,2829,40,13.7,7512,1,0.3,160,3,1,621,1,0.3,34,45,595
LOOM28,423329,Current,A,26/10/2024,8:00,6998,2.5,88.6,88.6,0,0,77,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,1,600
LOOM28,423329,-1,B,25/10/2024,20:00,389790,139.2,90.2,90.2,53,13.6,3692,10,2.6,445,29,7.4,2461,12,3.1,666,1,0.3,92,1,0.3,28,12,600
LOOM28,423329,-2,A,25/10/2024,8:00,380001,135.7,87.9,87.9,64,16.8,4429,14,3.7,471,37,9.7,3121,11,2.9,746,0,0,0,2,0.5,91,17,600
LOOM28,423329,-3,B,24/10/2024,20:00,392748,140.2,90.8,90.8,65,16.6,3484,15,3.8,411,36,9.2,2261,11,2.8,729,1,0.3,15,2,0.5,68,9,600
LOOM28,423329,-4,A,24/10/2024,8:00,365683,130.5,84.6,84.6,68,18.6,5853,16,4.4,468,31,8.5,3588,13,3.6,1063,7,1.9,700,1,0.3,34,19,600
LOOM28,423329,-5,B,23/10/2024,20:00,357696,127.7,82.8,82.8,73,20.4,4936,23,6.4,922,34,9.5,3051,11,3.1,794,4,1.1,144,1,0.3,25,31,600
LOOM28,423329,-6,A,23/10/2024,8:00,346063,123.5,80.1,80.1,77,22.3,7004,19,5.5,1002,45,13,5195,9,2.6,663,2,0.6,93,2,0.6,51,19,600
LOOM29,423330,Current,A,26/10/2024,8:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOOM29,423330,-1,B,25/10/2024,20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOOM29,423330,-2,A,25/10/2024,8:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOOM29,423330,-3,B,24/10/2024,20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOOM29,423330,-4,A,24/10/2024,8:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOOM29,423330,-5,B,23/10/2024,20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOOM29,423330,-6,A,23/10/2024,8:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOOM31,423327,Current,A,26/10/2024,8:00,7260,2,96.7,96.7,1,13.8,25,1,13.8,25,0,0,0,0,0,0,0,0,0,0,0,0,0,599
LOOM31,423327,-1,B,25/10/2024,20:00,376546,105.1,87.3,87.3,69,18.3,4436,35,9.3,916,29,7.7,3216,1,0.3,50,4,1.1,254,0,0,0,24,599
LOOM31,423327,-2,A,25/10/2024,8:00,386987,108,89.7,89.7,72,18.6,4018,36,9.3,1316,24,6.2,2130,5,1.3,300,5,1.3,216,2,0.5,56,16,599
LOOM31,423327,-3,B,24/10/2024,20:00,353646,98.7,81.9,81.9,63,17.8,6844,27,7.6,1399,30,8.5,5119,5,1.4,298,1,0.3,28,0,0,0,14,599
LOOM31,423327,-4,A,24/10/2024,8:00,363316,101.4,84.5,84.5,66,18.2,5636,26,7.2,798,29,8,4186,5,1.4,241,4,1.1,384,2,0.6,27,15,597
LOOM31,423327,-5,B,23/10/2024,20:00,328582,91.7,82.9,82.9,63,19.2,4829,34,10.3,1834,20,6.1,2599,3,0.9,117,3,0.9,212,3,0.9,67,35,550
LOOM31,423327,-6,A,23/10/2024,8:00,323604,90.3,81.7,81.7,61,18.9,6027,24,7.4,605,30,9.3,4961,2,0.6,270,3,0.9,164,2,0.6,27,27,550
LOOM32,423326,Current,A,26/10/2024,8:00,5358,1.4,73.2,73.2,3,56,181,0,0,0,1,18.7,132,0,0,0,0,0,0,2,37.3,49,0,649
LOOM32,423326,-1,B,25/10/2024,20:00,406966,103.4,86.9,86.9,83,20.4,4259,42,10.3,955,28,6.9,2733,6,1.5,325,0,0,0,7,1.7,246,36,650
LOOM32,423326,-2,A,25/10/2024,8:00,434332,110.3,92.7,92.7,57,13.1,2802,34,7.8,1084,16,3.7,1461,3,0.7,156,1,0.2,29,3,0.7,72,7,650
LOOM32,423326,-3,B,24/10/2024,20:00,432872,109.9,92.4,92.4,51,11.8,3036,34,7.9,1223,11,2.5,1498,5,1.2,259,1,0.2,56,0,0,0,6,650
LOOM32,423326,-4,A,24/10/2024,8:00,422635,107.3,90.4,90.4,82,19.4,3364,48,11.4,1225,27,6.4,1834,5,1.2,234,1,0.2,50,1,0.2,21,16,650
LOOM32,423326,-5,B,23/10/2024,20:00,427492,108.6,91.3,91.3,55,12.9,3462,32,7.5,1336,17,4,1779,4,0.9,250,1,0.2,54,1,0.2,43,6,650
LOOM32,423326,-6,A,23/10/2024,8:00,410123,104.2,87.6,87.6,71,17.3,4548,38,9.3,836,25,6.1,3364,3,0.7,171,3,0.7,128,2,0.5,49,13,650
LOOM33,423337,Current,A,26/10/2024,8:00,4152,1,72.1,72.1,3,72.3,193,0,0,0,3,72.3,193,0,0,0,0,0,0,0,0,0,0,499
LOOM33,423337,-1,B,25/10/2024,20:00,324694,81.5,90.1,90.1,55,16.9,3391,23,7.1,688,25,7.7,2426,6,1.8,252,0,0,0,1,0.3,25,18,500
LOOM33,423337,-2,A,25/10/2024,8:00,273248,68.6,75.9,75.9,92,33.7,8961,26,9.5,910,62,22.7,7946,1,0.4,37,3,1.1,68,0,0,0,20,500
LOOM33,423337,-3,B,24/10/2024,20:00,275995,69.3,76.6,76.6,83,30.1,8544,21,7.6,814,60,21.7,7485,1,0.4,81,1,0.4,164,0,0,0,32,500
LOOM33,423337,-4,A,24/10/2024,8:00,282022,70.8,78.3,78.3,72,25.5,8601,16,5.7,874,43,15.2,7095,7,2.5,344,6,2.1,288,0,0,0,17,500
LOOM33,423337,-5,B,23/10/2024,20:00,288482,72.4,80.1,80.1,85,29.5,6992,19,6.6,675,64,22.2,6224,0,0,0,2,0.7,93,0,0,0,25,500
LOOM33,423337,-6,A,23/10/2024,8:00,282972,71,79.2,79.2,106,37.5,8451,22,7.8,771,71,25.1,7188,7,2.5,289,5,1.8,167,1,0.4,36,11,500
LOOM34,423331,Current,A,26/10/2024,8:00,4831,1.2,72.8,72.8,1,20.7,197,0,0,0,1,20.7,197,0,0,0,0,0,0,0,0,0,0,551
LOOM34,423331,-1,B,25/10/2024,20:00,216606,53.9,54.8,54.8,137,63.2,15186,19,8.8,788,111,51.2,14031,3,1.4,190,4,1.8,177,0,0,0,48,549
LOOM34,423331,-2,A,25/10/2024,8:00,21670,6.1,13.1,13.1,19,87.7,10541,6,27.7,211,11,50.8,1270,0,0,0,2,9.2,9060,0,0,0,21,547
LOOM34,423331,-3,B,24/10/2024,20:00,233866,58.2,59,59,57,24.4,17100,38,16.2,1110,13,5.6,1502,4,1.7,223,2,0.9,14265,0,0,0,18,550
LOOM34,423331,-4,A,24/10/2024,8:00,344415,85.8,86.9,86.9,70,20.3,3301,58,16.8,2353,12,3.5,948,0,0,0,0,0,0,0,0,0,29,550
LOOM34,423331,-5,B,23/10/2024,20:00,361838,90.1,91.3,91.3,76,21,2967,50,13.8,1134,16,4.4,1243,7,1.9,393,3,0.8,197,0,0,0,22,550
LOOM34,423331,-6,A,23/10/2024,8:00,354458,88.3,89.4,89.4,85,24,4022,59,16.6,1714,18,5.1,1674,4,1.1,318,4,1.1,316,0,0,0,11,550
LOOM35,423334,Current,A,26/10/2024,8:00,4712,1.2,77.6,77.6,1,21.2,163,0,0,8,1,21.2,155,0,0,0,0,0,0,0,0,0,0,500
LOOM35,423334,-1,B,25/10/2024,20:00,286444,71.9,79.6,79.6,128,44.7,7175,83,29,2624,41,14.3,4369,4,1.4,182,0,0,0,0,0,0,37,499
LOOM35,423334,-2,A,25/10/2024,8:00,288604,72.4,80.2,80.2,110,38.1,7113,68,23.6,2768,37,12.8,4065,3,1,180,2,0.7,100,0,0,0,35,499
LOOM35,423334,-3,B,24/10/2024,20:00,282806,71,78.6,78.6,128,45.3,7574,81,28.6,3295,39,13.8,3871,6,2.1,358,2,0.7,50,0,0,0,34,499
LOOM35,423334,-4,A,24/10/2024,8:00,238167,59.8,66.9,66.9,122,51.2,9232,70,29.4,2693,46,19.3,4717,1,0.4,57,4,1.7,1749,1,0.4,16,67,499
LOOM35,423334,-5,B,23/10/2024,20:00,292250,73.4,81.3,81.3,173,59.2,6111,136,46.5,3647,33,11.3,2305,2,0.7,110,2,0.7,49,0,0,0,53,499
LOOM35,423334,-6,A,23/10/2024,8:00,196029,50.2,55,55,165,84.2,8702,120,61.2,4631,32,16.3,3021,3,1.5,238,10,5.1,812,0,0,0,108,494
LOOM36,423332,Current,A,26/10/2024,8:00,5509,2,79.6,79.6,3,54.5,141,0,0,0,3,54.5,141,0,0,0,0,0,0,0,0,0,0,599
LOOM36,423332,-1,B,25/10/2024,20:00,355407,130.8,82.3,82.3,105,29.5,6628,39,11,1254,53,14.9,4314,13,3.7,1060,0,0,0,0,0,0,29,600
LOOM36,423332,-2,A,25/10/2024,8:00,383897,141.3,88.8,88.8,73,19,4417,21,5.5,725,36,9.4,2968,15,3.9,698,1,0.3,26,0,0,0,10,600
LOOM36,423332,-3,B,24/10/2024,20:00,221914,82,67.6,67.6,48,21.6,3978,13,5.9,406,24,10.8,2177,5,2.3,271,6,2.7,1124,0,0,0,12,600
LOOM36,423332,-4,A,24/10/2024,8:00,363211,133.7,84,84,79,21.8,5002,22,6.1,855,42,11.6,3415,11,3,592,4,1.1,140,0,0,0,26,600
LOOM36,423332,-5,B,23/10/2024,20:00,390890,143.8,90.4,90.4,75,19.2,3743,26,6.7,730,37,9.5,2665,6,1.5,251,3,0.8,49,3,0.8,48,11,600
LOOM36,423332,-6,A,23/10/2024,8:00,368151,135.5,85.2,85.2,85,23.1,5445,20,5.4,571,46,12.5,3940,13,3.5,575,6,1.6,359,0,0,0,18,600
LOOM37,423335,Current,A,26/10/2024,8:00,5783,1.5,90.4,90.4,3,51.9,74,3,51.9,74,0,0,0,0,0,0,0,0,0,0,0,0,0,498
LOOM37,423335,-1,B,25/10/2024,20:00,199764,50.1,60.6,60.6,165,82.6,10641,100,50.1,3185,60,30,6885,0,0,0,5,2.5,571,0,0,0,93,497
LOOM37,423335,-2,A,25/10/2024,8:00,44361,16.4,15,15,69,155.5,7120,24,54.1,938,42,94.7,6089,0,0,0,2,4.5,76,1,2.3,17,134,492
LOOM37,423335,-3,B,24/10/2024,20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOOM37,423335,-4,A,24/10/2024,10:17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOOM37,423335,-5,A,23/10/2024,8:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOOM37,423335,-6,B,22/10/2024,20:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOOM38,423333,Current,A,26/10/2024,8:00,6025,1.7,86.5,86.5,1,16.6,94,1,16.6,33,0,0,61,0,0,0,0,0,0,0,0,0,0,600
LOOM38,423333,-1,B,25/10/2024,20:00,340889,95.1,80.1,80.1,90,26.4,6104,19,5.6,552,46,13.5,4306,21,6.2,1177,3,0.9,52,1,0.3,17,45,599
LOOM38,423333,-2,A,25/10/2024,8:00,279118,77.9,64.6,64.6,99,35.5,10984,21,7.5,920,46,16.5,7553,22,7.9,1395,10,3.6,1116,0,0,0,54,599
LOOM38,423333,-3,B,24/10/2024,20:00,338710,94.5,78.4,78.4,95,28,6351,19,5.6,637,52,15.4,4674,17,5,855,4,1.2,136,3,0.9,49,45,599
LOOM38,423333,-4,A,24/10/2024,8:00,350203,97.7,81,81,95,27.1,6377,18,5.1,787,41,11.7,3753,29,8.3,1702,5,1.4,112,2,0.6,23,24,600
LOOM38,423333,-5,B,23/10/2024,20:00,374228,104.4,87.9,87.9,63,16.8,4300,15,4,465,20,5.3,2267,24,6.4,1485,3,0.8,67,1,0.3,16,18,600
LOOM38,423333,-6,A,23/10/2024,8:00,286098,79.8,67.3,67.3,94,32.9,10682,16,5.6,817,69,24.1,8908,3,1,204,5,1.7,738,1,0.3,15,38,590
LOOM39,423336,Current,A,26/10/2024,8:00,8044,2.2,98,98,1,12.4,16,1,12.4,16,0,0,0,0,0,0,0,0,0,0,0,0,0,600
LOOM39,423336,-1,B,25/10/2024,20:00,377143,105.2,87.3,87.3,72,19.1,4703,34,9,809,32,8.5,3537,4,1.1,266,2,0.5,91,0,0,0,18,600
LOOM39,423336,-2,A,25/10/2024,8:00,323205,90.2,79.8,79.8,79,24.4,6400,27,8.4,1183,46,14.2,4987,4,1.2,199,2,0.6,31,0,0,0,27,600
LOOM39,423336,-3,B,24/10/2024,20:00,346164,96.6,80.2,80.2,106,30.6,5531,71,20.5,2478,29,8.4,2806,4,1.2,171,2,0.6,76,0,0,0,66,599
LOOM39,423336,-4,A,24/10/2024,8:00,366822,102.3,84.9,84.9,90,24.5,5475,54,14.7,1854,29,7.9,3289,4,1.1,222,3,0.8,110,0,0,0,29,600
LOOM39,423336,-5,B,23/10/2024,20:00,367716,102.6,85.1,85.1,102,27.7,4633,68,18.5,1959,28,7.6,2328,3,0.8,164,3,0.8,182,0,0,0,36,599
LOOM39,423336,-6,A,23/10/2024,8:00,362662,101.2,85.3,85.3,78,21.5,4751,40,11,1541,27,7.4,2713,8,2.2,404,3,0.8,93,0,0,0,19,590
LOOM40,423340,Current,A,26/10/2024,8:00,6461,2.3,91.4,91.4,2,31,61,0,0,0,2,31,61,0,0,0,0,0,0,0,0,0,0,600
LOOM40,423340,-1,B,25/10/2024,20:00,393987,140.7,91.1,91.1,53,13.5,3305,14,3.6,413,23,5.8,1990,11,2.8,581,3,0.8,226,2,0.5,95,11,600
LOOM40,423340,-2,A,25/10/2024,8:00,369861,131.5,85.6,85.6,61,16.5,4731,19,5.1,911,25,6.8,2235,12,3.2,1105,5,1.4,480,0,0,0,21,600
LOOM40,423340,-3,B,24/10/2024,20:00,374998,132,86.7,86.7,58,15.5,4297,9,2.4,286,37,9.9,3397,9,2.4,536,2,0.5,55,1,0.3,23,19,600
LOOM40,423340,-4,A,24/10/2024,8:00,221783,79.8,72.5,72.5,55,24.8,3782,19,8.6,677,21,9.5,1966,6,2.7,395,7,3.2,637,2,0.9,107,47,599
LOOM40,423340,-5,B,23/10/2024,20:00,379596,135.5,87.8,87.8,87,22.9,4595,38,10,1243,35,9.2,2648,5,1.3,326,7,1.8,328,2,0.5,50,21,600
LOOM40,423340,-6,A,23/10/2024,8:00,398432,142.2,92.1,92.1,49,12.3,2901,17,4.3,571,17,4.3,1390,14,3.5,911,1,0.3,29,0,0,0,12,600
LOOM41,424104,Current,A,26/10/2024,8:00,5105,1.9,81.5,81.5,3,58.8,116,1,19.6,16,2,39.2,100,0,0,0,0,0,0,0,0,0,0,598
LOOM41,424104,-1,B,25/10/2024,20:00,352606,129.8,81.7,81.7,97,27.5,6661,30,8.5,1607,62,17.6,4933,0,0,0,3,0.9,86,2,0.6,35,17,599
LOOM41,424104,-2,A,25/10/2024,8:00,341839,125.8,79.2,79.2,83,24.3,7543,28,8.2,1892,49,14.3,5423,0,0,0,6,1.8,228,0,0,0,32,599
LOOM41,424104,-3,B,24/10/2024,20:00,89784,33.3,20.9,20.9,40,44.6,26531,4,4.5,266,31,34.5,4838,0,0,0,4,4.5,21393,1,1.1,34,44,597
LOOM41,424104,-4,A,24/10/2024,8:00,290931,107.1,67.5,67.5,106,36.4,9299,19,6.5,835,84,28.9,8334,0,0,0,3,1,130,0,0,0,63,598
LOOM41,424104,-5,B,23/10/2024,20:00,340240,125.2,78.9,78.9,87,25.6,6803,32,9.4,1158,50,14.7,5537,0,0,0,2,0.6,48,3,0.9,60,38,599
LOOM41,424104,-6,A,23/10/2024,8:00,326332,120.1,76,76,92,28.2,5777,51,15.6,1880,37,11.3,3689,0,0,0,3,0.9,197,1,0.3,11,126,598
LOOM42,424111,Current,A,26/10/2024,8:00,7754,2,89,89,3,38.7,66,1,12.9,24,0,0,0,0,0,0,0,0,0,2,25.8,42,1,648
LOOM42,424111,-1,B,25/10/2024,20:00,407368,103.5,87.2,87.2,86,21.1,4203,44,10.8,995,23,5.6,2333,6,1.5,423,0,0,0,13,3.2,452,30,649
LOOM42,424111,-2,A,25/10/2024,8:00,379714,96.4,81.2,81.2,77,20.3,7145,38,10,1350,24,6.3,4850,4,1.1,217,11,2.9,728,0,0,0,18,649
LOOM42,424111,-3,B,24/10/2024,20:00,373649,94.9,79.9,79.9,84,22.5,6025,51,13.6,1304,30,8,4495,2,0.5,146,1,0.3,80,0,0,0,26,649
LOOM42,424111,-4,A,24/10/2024,8:00,382687,97.2,81.9,81.9,91,23.8,6256,48,12.5,1219,35,9.1,4518,6,1.6,439,2,0.5,80,0,0,0,23,649
LOOM42,424111,-5,B,23/10/2024,20:00,428118,108.7,91.6,91.6,73,17.1,3150,54,12.6,1242,16,3.7,1710,3,0.7,198,0,0,0,0,0,0,7,649
LOOM42,424111,-6,A,23/10/2024,8:00,379083,96.3,81.6,81.6,75,19.8,6004,45,11.9,1194,20,5.3,3981,6,1.6,568,4,1.1,261,0,0,0,48,645
LOOM43,424105,Current,A,26/10/2024,8:00,6520,2.4,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,600
LOOM43,424105,-1,B,25/10/2024,20:00,387719,142.7,89.8,89.8,62,16,3750,27,7,852,23,5.9,2282,11,2.8,599,0,0,0,1,0.3,17,14,599
LOOM43,424105,-2,A,25/10/2024,8:00,377218,138.8,87.4,87.4,65,17.2,4057,25,6.6,782,25,6.6,2080,10,2.7,719,5,1.3,476,0,0,0,22,599
LOOM43,424105,-3,B,24/10/2024,20:00,377595,139,87.5,87.5,90,23.8,4371,61,16.2,1657,18,4.8,2163,9,2.4,514,0,0,0,2,0.5,37,20,599
LOOM43,424105,-4,A,24/10/2024,8:00,379144,139.5,87.9,87.9,87,22.9,4648,44,11.6,1177,26,6.9,2299,10,2.6,877,7,1.8,295,0,0,0,22,599
LOOM43,424105,-5,B,23/10/2024,20:00,381872,140.5,88.5,88.5,75,19.6,3629,45,11.8,1536,20,5.2,1454,10,2.6,639,0,0,0,0,0,0,31,599
LOOM43,424105,-6,A,23/10/2024,8:00,363705,133.8,84.4,84.4,107,29.4,4589,54,14.8,1333,36,9.9,2460,6,1.6,302,9,2.5,438,2,0.5,56,62,598
LOOM44,424108,Current,A,26/10/2024,8:00,8301,3.1,98.3,98.3,1,12,14,0,0,0,1,12,14,0,0,0,0,0,0,0,0,0,0,599
LOOM44,424108,-1,B,25/10/2024,20:00,359865,132.4,83.4,83.4,95,26.4,6622,29,8.1,1023,56,15.6,5201,7,1.9,356,0,0,0,3,0.8,42,11,599
LOOM44,424108,-2,A,25/10/2024,8:00,348319,128.2,80.8,80.8,86,24.7,6960,25,7.2,709,47,13.5,5590,11,3.2,605,2,0.6,25,1,0.3,31,30,599
